Competition,Rank,Player,Team,Position,Game_Num,KDA,KP,Kills,Most_Kills,Deaths,Most_Deaths,Assists,名次,选手?,Most_Assits,GPM,CSPM,DPM,DMG_Pct,DTPM,DTPM_Pct,WPM,WCPM
2020 LCK Spring,1,Deft,DRX,Bot,55,5.1,0.687,4.1,11,1.7,5,4.7,1,Deft,13,444,9.88,607,0.308,323,0.122,0.48,0.37
2020 LCK Spring,2,Teddy,T1,Bot,51,7.3,0.73,4.1,11,1.2,4,4.7,2,Teddy,13,455,10.31,557,0.315,266,0.108,0.49,0.44
2020 LCK Spring,3,Aiming,KT,Bot,48,5.7,0.827,3.9,12,1.4,6,3.9,3,Aiming,11,450,9.9,593,0.351,335,0.134,0.52,0.54
2020 LCK Spring,4,Ruler,GEN,Bot,46,6.6,0.668,3.8,11,1.2,5,4.2,4,Ruler,16,441,9.61,552,0.318,308,0.126,0.53,0.52
2020 LCK Spring,5,Viper,GRF,Bot,45,3.9,0.722,3.1,10,1.6,5,3.3,5,Viper,11,423,9.92,527,0.338,292,0.119,0.47,0.41
2020 LCK Spring,6,Mystic,AF,Bot,42,2.8,0.691,3.4,8,2.6,6,4.1,6,Mystic,13,419,9.23,508,0.29,357,0.143,0.42,0.51
2020 LCK Spring,7,HyBriD,SP,Bot,37,3.6,0.71,4.9,14,2.3,8,3.3,7,HyBriD,12,453,10.02,645,0.333,332,0.117,0.35,0.46
2020 LCK Spring,8,Vsta,HLE,Bot,35,3.4,0.709,2.6,9,2,6,4.3,8,Vsta,16,384,8.39,444,0.253,315,0.12,0.52,0.42
2020 LCK Spring,9,Nuclear,DK,Bot,26,3.8,0.644,2.8,9,1.7,5,3.8,9,Nuclear,9,413,9.28,407,0.235,277,0.107,0.45,0.36
2020 LCK Spring,10,Ghost,DK,Bot,25,4.2,0.681,3.8,13,2,4,4.4,10,Ghost,17,420,8.81,529,0.27,362,0.127,0.62,0.4
2020 LCK Spring,11,Route,LSB,Bot,25,3.6,0.758,3.3,8,2,6,3.7,11,Route,12,421,9.85,478,0.295,327,0.125,0.47,0.47
2020 LCK Spring,12,Leo,LSB,Bot,19,4.1,0.658,2.7,8,1.7,3,4.2,12,Leo,9,408,9.66,415,0.245,313,0.12,0.59,0.52
2020 LCK Spring,13,Trigger,SP,Bot,6,1.5,0.558,1.8,5,2.7,5,2.2,13,Trigger,5,365,8.25,420,0.272,413,0.155,0.48,0.29
2020 LCK Spring,14,Lava,HLE,Bot,5,3,0.659,2.4,5,1.8,4,3,14,Lava,6,386,7.78,410,0.266,262,0.109,0.55,0.51
2020 LCK Spring,15,Zenit,HLE,Bot,5,1.6,0.692,0.8,2,3.4,5,4.6,15,Zenit,13,353,8.13,483,0.271,415,0.152,0.38,0.22
2020 LCK Spring,16,Ssol,AF,Bot,4,2.6,0.529,2.8,5,1.8,2,1.8,16,Ssol,3,382,8.81,562,0.303,296,0.124,0.3,0.47
2020 LCK Spring,1,Keria,DRX,Sup,55,4.5,0.725,0.7,4,2.1,6,8.6,1,Keria,24,238,1.15,176,0.09,334,0.126,1.69,0.43
2020 LCK Spring,2,Effort,T1,Sup,51,4,0.7,0.8,3,2.1,9,7.7,2,Effort,18,237,1.4,113,0.064,396,0.16,1.79,0.41
2020 LCK Spring,3,TusiN,KT,Sup,48,3.3,0.741,0.5,2,2.1,8,6.4,3,TusiN,16,236,1.41,140,0.083,361,0.145,1.5,0.3
2020 LCK Spring,4,Lehends,HLE,Sup,45,2.7,0.79,0.6,4,2.8,6,6.8,4,Lehends,24,228,1.46,164,0.095,374,0.143,1.52,0.36
2020 LCK Spring,5,Kabbie,GRF,Sup,45,2.3,0.659,0.4,3,2.5,10,5.4,5,Kabbie,14,216,1.25,113,0.073,382,0.156,1.8,0.34
2020 LCK Spring,6,Jelly,AF,Sup,44,2.7,0.684,0.9,5,2.8,7,6.4,6,Jelly,16,228,1.2,158,0.09,369,0.148,1.49,0.31
2020 LCK Spring,7,Secret,SP,Sup,39,2.3,0.705,0.3,3,3.3,9,7.3,7,Secret,19,218,1.01,131,0.069,406,0.144,1.67,0.35
2020 LCK Spring,8,Gorilla,LSB,Sup,38,2.9,0.706,0.4,4,2.3,6,6.4,8,Gorilla,19,218,1.08,124,0.076,366,0.139,1.58,0.21
2020 LCK Spring,9,BeryL,DK,Sup,38,2.9,0.663,0.6,3,2.7,6,7.3,9,BeryL,24,244,2.04,150,0.08,434,0.155,1.62,0.46
2020 LCK Spring,10,Life,GEN,Sup,33,4.8,0.658,0.7,4,1.8,7,8,10,Life,21,241,1.64,165,0.09,294,0.115,1.53,0.28
2020 LCK Spring,11,Hoit,DK,Sup,13,2.7,0.667,0.5,2,2.2,6,5.4,11,Hoit,15,223,1.09,157,0.089,285,0.117,1.63,0.48
2020 LCK Spring,12,Kellin,GEN,Sup,13,5.5,0.678,0.2,1,1.2,4,6.2,12,Kellin,15,218,0.8,72,0.048,270,0.124,1.65,0.26
2020 LCK Spring,13,Joker,LSB,Sup,6,1.8,0.542,0.3,2,3,6,5,13,Joker,10,213,1.08,106,0.063,420,0.165,1.94,0.41
2020 LCK Spring,14,Mia,SP,Sup,4,2.8,0.608,1.5,4,2.8,4,6.2,14,Mia,11,241,1.21,167,0.097,437,0.161,2.64,0.69
2020 LCK Spring,15,Ben,AF,Sup,2,0.7,0.333,0,0,4.5,7,3,15,Ben,5,196,0.75,182,0.085,390,0.158,1.4,0.19
2020 LPL Summer,1,LANGX,LGD,Top,53,2.9,0.589,2.3,7,2.7,7,5.5,1,LANGX,14,375,7.86,381,0.201,738,0.263,0.41,0.17
2020 LPL Summer,2,Bin,SN,Top,52,2.8,0.616,3.3,11,3,9,5.2,2,Bin,11,407,8.1,485,0.238,715,0.25,0.35,0.16
2020 LPL Summer,3,Biubiu,V5,Top,49,3.4,0.581,2.6,11,2.2,8,4.8,3,Biubiu,15,382,7.69,372,0.207,664,0.248,0.42,0.18
2020 LPL Summer,4,Zoom,JDG,Top,48,4.2,0.614,3.1,8,2.3,7,6.4,4,Zoom,14,401,8.22,448,0.223,661,0.245,0.47,0.15
2020 LPL Summer,5,Morgan,WE,Top,47,3.2,0.592,2,6,2.4,5,5.7,5,Morgan,18,363,7.48,336,0.179,714,0.25,0.36,0.28
2020 LPL Summer,6,369,TES,Top,45,3.7,0.577,3,8,2.6,8,6.5,6,369,16,410,8.37,488,0.222,678,0.243,0.36,0.26
2020 LPL Summer,7,TheShy,IG,Top,44,2.1,0.57,3.1,8,3.8,9,4.8,7,TheShy,14,413,8.2,629,0.286,583,0.22,0.37,0.16
2020 LPL Summer,8,Cube,RA,Top,41,2.9,0.603,2.1,8,2.5,8,5.3,8,Cube,13,376,8.02,449,0.237,666,0.234,0.53,0.14
2020 LPL Summer,9,Breathe,OMG,Top,40,2.1,0.588,3.2,13,3.5,8,4,9,Breathe,15,395,8.19,475,0.254,668,0.238,0.39,0.19
2020 LPL Summer,10,New,RNG,Top,38,2.6,0.518,2.3,6,2.7,8,4.8,10,New,16,368,7.57,358,0.196,682,0.257,0.38,0.17
2020 LPL Summer,11,Xiaobai,ES,Top,35,2.1,0.547,2.3,8,3.1,6,4.3,11,Xiaobai,15,358,7.38,336,0.179,662,0.232,0.38,0.14
2020 LPL Summer,12,Holder,RW,Top,33,1.9,0.623,2.4,7,3.9,7,5.1,12,Holder,17,341,6.59,333,0.186,701,0.258,0.3,0.18
2020 LPL Summer,13,Kingen,BLG,Top,31,2,0.623,2,6,3.4,8,4.6,13,Kingen,14,356,7.26,434,0.227,711,0.246,0.4,0.19
2020 LPL Summer,14,Chelizi,TT,Top,30,2.1,0.617,2.4,7,3.2,6,4.3,14,Chelizi,14,371,7.65,397,0.225,747,0.259,0.43,0.13
2020 LPL Summer,15,Khan,FPX,Top,28,3.3,0.606,2.5,8,2.4,6,5.2,15,Khan,11,360,7.31,403,0.21,596,0.214,0.45,0.21
2020 LPL Summer,16,Flandre,LNG,Top,21,2.8,0.698,2.9,9,2.8,6,4.9,16,Flandre,12,412,8.87,607,0.298,678,0.251,0.21,0.31
2020 LPL Summer,17,Aodi,EDG,Top,20,3.1,0.593,2.1,10,2.8,5,6.5,17,Aodi,14,355,7.05,324,0.177,667,0.246,0.45,0.14
2020 LPL Summer,18,Xiaoxiang,EDG,Top,18,3.5,0.669,4.1,11,2.8,6,5.7,18,Xiaoxiang,11,391,7.79,394,0.219,633,0.251,0.44,0.19
2020 LPL Summer,19,GimGoon,FPX,Top,17,2.7,0.649,2.6,6,3.5,6,6.6,19,GimGoon,16,376,7.1,526,0.265,704,0.256,0.49,0.21
2020 LPL Summer,20,chenlun17,LNG,Top,15,1.8,0.566,2.1,9,2.9,5,3.1,20,chenlun17,10,358,7.69,411,0.231,587,0.216,0.4,0.17
2020 LPL Summer,21,ADD,BLG,Top,8,2.1,0.631,2.1,4,4.1,8,6.6,21,ADD,12,338,6.72,425,0.201,759,0.243,0.52,0.18
2020 LPL Summer,22,Ale,TT,Top,6,0.7,0.455,1.3,4,5,7,2,22,Ale,5,369,8.33,402,0.231,809,0.286,0.39,0.22
2020 LPL Summer,23,CJJ,ES,Top,5,1.8,0.654,1.6,4,3.8,6,5.2,23,CJJ,10,377,8.65,403,0.223,606,0.237,0.43,0.2
2020 LPL Summer,24,Crazy,RW,Top,3,1,0.476,0.3,1,3.3,4,3,24,Crazy,5,330,7.54,379,0.202,740,0.234,0.45,0.12
2020 LPL Summer,25,Garvey,LGD,Top,1,1.3,0.571,3,3,3,3,1,25,Garvey,1,352,7.09,366,0.277,486,0.193,0.43,0.13
2020 LPL Summer,26,Aliez,OMG,Top,1,0.3,0.5,1,1,3,3,0,26,Aliez,0,343,8.24,330,0.337,609,0.273,0.48,0.16
2020 LPL Summer,27,705,RNG,Top,1,1.5,0.6,1,1,2,2,2,27,705,2,301,6.82,201,0.129,609,0.289,0.42,0.08
2020 LPL Summer,1,Peanut,LGD,Jug,54,4.1,0.721,2.9,9,2.3,7,6.5,1,Peanut,17,338,5.74,300,0.159,785,0.28,0.36,0.57
2020 LPL Summer,2,SofM,SN,Jug,52,3.7,0.698,2.4,12,2.6,7,7.2,2,SofM,18,330,5.6,291,0.143,922,0.322,0.74,0.6
2020 LPL Summer,3,Weiwei,V5,Jug,49,5.1,0.746,2.9,10,1.9,6,6.7,3,Weiwei,15,350,5.93,301,0.168,789,0.295,0.48,0.46
2020 LPL Summer,4,Kanavi,JDG,Jug,48,4.2,0.696,3.5,12,2.5,6,7.2,4,Kanavi,15,369,6.49,374,0.186,810,0.3,0.39,0.5
2020 LPL Summer,5,beishang,WE,Jug,47,4.9,0.743,3,10,2,5,6.7,5,beishang,19,350,6.11,315,0.168,773,0.271,0.38,0.47
2020 LPL Summer,6,Karsa,TES,Jug,45,4.4,0.668,2.6,10,2.5,7,8.5,6,Karsa,19,337,5.34,265,0.12,808,0.289,0.54,0.4
2020 LPL Summer,7,Tian,FPX,Jug,45,3.3,0.708,2.8,9,2.9,7,6.7,7,Tian,14,335,5.64,312,0.16,795,0.287,0.51,0.44
2020 LPL Summer,8,Ning,IG,Jug,44,4,0.696,2.8,8,2.4,5,6.9,8,Ning,17,337,5.45,257,0.117,823,0.311,0.37,0.35
2020 LPL Summer,9,H4cker,OMG,Jug,41,2.7,0.671,2,6,3,8,6.1,9,H4cker,19,315,5.31,204,0.11,841,0.301,0.48,0.39
2020 LPL Summer,10,Wei,ES,Jug,40,2.7,0.724,3.2,11,3.1,8,5.3,10,Wei,12,344,5.77,343,0.184,740,0.263,0.8,0.59
2020 LPL Summer,11,XLB,RNG,Jug,39,4,0.686,3.2,10,2.3,6,5.9,11,XLB,15,328,5.23,280,0.154,716,0.271,0.64,0.49
2020 LPL Summer,12,Xiaopeng,TT,Jug,36,2,0.736,2.3,6,3.8,8,5.2,12,Xiaopeng,13,325,5.59,300,0.17,838,0.292,0.52,0.55
2020 LPL Summer,13,Xx,LNG,Jug,36,3.2,0.717,1.3,4,2.3,5,6.1,13,Xx,21,311,5.41,207,0.108,860,0.318,0.42,0.41
2020 LPL Summer,14,Haro,RW,Jug,31,3.3,0.74,3.5,13,2.7,5,5.6,14,Haro,13,355,6.28,290,0.16,743,0.274,0.43,0.39
2020 LPL Summer,15,Meteor,BLG,Jug,27,4.6,0.779,2.5,7,2.1,6,7.3,15,Meteor,15,337,5.75,285,0.14,946,0.32,0.4,0.51
2020 LPL Summer,16,Jiejie,EDG,Jug,27,6.3,0.749,3,10,1.8,4,8.3,16,Jiejie,19,330,5.02,244,0.133,757,0.292,0.55,0.43
2020 LPL Summer,17,Leyan,RA,Jug,22,2.3,0.639,2.7,7,3.3,7,5,17,Leyan,11,347,6.5,333,0.172,876,0.302,0.37,0.59
2020 LPL Summer,18,Aix,RA,Jug,19,4.5,0.685,2.6,11,1.9,5,6,18,Aix,13,330,5.57,264,0.143,855,0.307,0.42,0.45
2020 LPL Summer,19,l3est16,BLG,Jug,12,2.2,0.699,1.6,7,2.7,6,4.4,19,l3est16,14,319,5.61,229,0.132,844,0.29,0.41,0.44
2020 LPL Summer,20,JunJia,EDG,Jug,11,3.6,0.699,3,10,2.5,5,6.1,20,JunJia,11,328,5.41,249,0.14,834,0.308,0.56,0.44
2020 LPL Summer,21,Youdang,RW,Jug,5,1.1,0.658,1.4,2,4.4,7,3.6,21,Youdang,8,301,4.61,200,0.121,883,0.293,0.36,0.25
2020 LPL Summer,1,Xiye,LGD,Mid,54,3.9,0.716,3.7,11,2.4,6,5.7,1,Xiye,13,401,8.27,474,0.251,522,0.186,0.34,0.21
2020 LPL Summer,2,Angel,SN,Mid,52,4.4,0.691,3.4,10,2.2,5,6.1,2,Angel,18,381,7.81,542,0.266,412,0.144,0.45,0.19
2020 LPL Summer,3,Mole,V5,Mid,49,3.8,0.689,3.3,11,2.3,8,5.5,3,Mole,13,381,7.8,493,0.275,452,0.169,0.3,0.17
2020 LPL Summer,4,Yagao,JDG,Mid,48,6.1,0.694,3.8,11,1.8,5,6.8,4,Yagao,14,411,8.34,494,0.246,465,0.172,0.41,0.25
2020 LPL Summer,5,Teacherma,WE,Mid,47,3.9,0.735,2.9,13,2.5,8,6.6,5,Teacherma,15,374,7.76,386,0.206,500,0.175,0.38,0.16
2020 LPL Summer,6,Doinb,FPX,Mid,45,4.1,0.784,3.5,7,2.6,7,7,6,Doinb,15,409,8.54,547,0.281,516,0.186,0.45,0.22
2020 LPL Summer,7,knight,TES,Mid,45,7.2,0.738,5.4,14,1.7,7,6.8,7,knight,13,435,8.87,591,0.268,477,0.171,0.34,0.31
2020 LPL Summer,8,Rookie,IG,Mid,44,3.8,0.679,3.1,8,2.5,6,6.3,8,Rookie,17,393,8.05,609,0.277,451,0.17,0.37,0.23
2020 LPL Summer,9,icon,OMG,Mid,41,2.9,0.663,3.1,11,2.8,7,4.9,9,icon,18,389,8.45,495,0.267,493,0.177,0.39,0.14
2020 LPL Summer,10,FoFo,BLG,Mid,39,3.5,0.716,3.6,10,2.3,6,4.5,10,FoFo,10,386,8.17,566,0.29,455,0.155,0.43,0.19
2020 LPL Summer,11,Scout,EDG,Mid,38,5.2,0.745,3.6,14,2.1,8,7.2,11,Scout,18,415,8.63,530,0.291,438,0.167,0.37,0.2
2020 LPL Summer,12,Fenfen,ES,Mid,38,3,0.675,2.4,10,2.7,6,5.7,12,Fenfen,16,374,7.83,443,0.233,579,0.204,0.36,0.17
2020 LPL Summer,13,Maple,LNG,Mid,36,3.4,0.72,2.7,9,2.2,6,4.7,13,Maple,15,367,7.9,512,0.266,405,0.15,0.5,0.19
2020 LPL Summer,14,Twila,TT,Mid,36,2,0.668,2.6,9,3.4,7,4.3,14,Twila,15,372,8.07,454,0.258,475,0.165,0.41,0.22
2020 LPL Summer,15,Xiaohu,RNG,Mid,35,4.8,0.699,3.5,9,2.1,6,6.3,15,Xiaohu,16,411,8.61,494,0.265,444,0.166,0.37,0.25
2020 LPL Summer,16,Zeka,RA,Mid,34,6.4,0.689,3.9,11,1.4,5,5,16,Zeka,15,381,7.73,499,0.261,465,0.165,0.46,0.18
2020 LPL Summer,17,Ruby,RW,Mid,18,2.6,0.753,3.4,12,3.5,7,5.7,17,Ruby,13,356,7.22,553,0.29,462,0.161,0.46,0.28
2020 LPL Summer,18,Wuming,RW,Mid,18,3.9,0.7,2.4,9,2,4,5.3,18,Wuming,17,354,7.27,400,0.238,427,0.163,0.48,0.17
2020 LPL Summer,19,Forge,RA,Mid,7,2,0.773,1.7,7,3.7,7,5.6,19,Forge,13,371,8.47,451,0.249,572,0.194,0.43,0.23
2020 LPL Summer,20,Cryin,RNG,Mid,4,3.8,0.704,2.8,5,1.2,3,2,20,Cryin,4,407,9.42,380,0.262,346,0.144,0.42,0.13
2020 LPL Summer,21,irma,ES,Mid,2,2,0.625,2,3,2.5,4,3,21,irma,4,361,7.84,302,0.224,376,0.161,0.41,0.14
2020 LPL Summer,1,Kramer,LGD,Bot,54,5,0.693,3.6,9,1.8,7,5.5,1,Kramer,17,430,9.3,589,0.312,404,0.144,0.46,0.34
2020 LPL Summer,2,huanfeng,SN,Bot,52,4.7,0.663,3.6,13,2,5,5.5,2,huanfeng,12,428,9.13,566,0.278,407,0.142,0.42,0.29
2020 LPL Summer,3,LokeN,JDG,Bot,48,6.1,0.714,4.3,11,1.8,7,6.7,3,LokeN,16,439,9.34,538,0.267,349,0.13,0.4,0.3
2020 LPL Summer,4,Jiumeng,WE,Bot,47,4,0.77,4.4,12,2.5,7,5.7,4,Jiumeng,16,442,9.56,666,0.355,427,0.15,0.38,0.4
2020 LPL Summer,5,Puff,IG,Bot,44,4,0.638,4.3,13,2.2,6,4.6,5,Puff,11,439,9.35,544,0.247,390,0.147,0.39,0.39
2020 LPL Summer,6,JackeyLove,TES,Bot,43,4.2,0.709,4.9,10,2.8,6,6.6,6,JackeyLove,14,445,9.19,711,0.325,479,0.172,0.36,0.5
2020 LPL Summer,7,SamD,V5,Bot,43,4.7,0.676,3.7,10,1.9,6,5.1,7,SamD,11,449,10,514,0.284,390,0.146,0.45,0.43
2020 LPL Summer,8,Lwx,FPX,Bot,42,4.2,0.722,3.5,10,2.3,6,6,8,Lwx,17,414,8.76,499,0.26,403,0.147,0.46,0.35
2020 LPL Summer,9,iBoy,RA,Bot,41,3.7,0.694,3.4,10,2.3,8,5.1,9,iBoy,11,426,9.38,531,0.28,406,0.143,0.53,0.45
2020 LPL Summer,10,Wings,BLG,Bot,39,3.4,0.684,2.9,9,2.3,5,4.8,10,Wings,13,430,9.93,555,0.284,425,0.145,0.5,0.41
2020 LPL Summer,11,Light,LNG,Bot,36,3.4,0.714,3.4,12,2.1,5,4,11,Light,14,421,9.3,538,0.279,383,0.142,0.39,0.29
2020 LPL Summer,12,Zwuji,RW,Bot,36,3,0.711,2.8,13,2.8,6,5.5,12,Zwuji,15,403,8.86,554,0.308,406,0.148,0.35,0.42
2020 LPL Summer,13,Smlz,OMG,Bot,34,2.6,0.666,3,15,3,6,4.8,13,Smlz,18,410,9.18,502,0.277,385,0.141,0.37,0.36
2020 LPL Summer,14,Hope,EDG,Bot,33,5,0.725,4.2,12,2.1,5,6.4,14,Hope,15,442,9.69,535,0.296,386,0.149,0.45,0.44
2020 LPL Summer,15,Wink,ES,Bot,31,2.6,0.68,3.1,10,3,8,5,15,Wink,16,430,9.69,613,0.33,470,0.162,0.41,0.36
2020 LPL Summer,16,xubin,TT,Bot,30,2.8,0.66,2.6,13,2.6,5,4.5,16,xubin,12,405,8.98,461,0.261,371,0.129,0.38,0.38
2020 LPL Summer,17,GALA,RNG,Bot,21,5.2,0.692,3.9,9,2,5,6.7,17,GALA,16,454,10.01,575,0.292,415,0.153,0.3,0.31
2020 LPL Summer,18,Betty,RNG,Bot,18,6,0.711,3.4,8,1.3,5,4.5,18,Betty,12,416,8.99,510,0.309,421,0.165,0.56,0.43
2020 LPL Summer,19,rat,ES,Bot,9,3.7,0.685,3.3,12,2.2,6,4.9,19,rat,12,412,8.97,510,0.266,401,0.16,0.38,0.27
2020 LPL Summer,20,Eric,OMG,Bot,7,2.8,0.701,4,9,3.4,5,5.7,20,Eric,9,411,8.56,633,0.312,468,0.152,0.42,0.36
2020 LPL Summer,21,y4,V5,Bot,6,7.6,0.779,3.2,7,1.2,4,5.7,21,y4,9,414,8.55,401,0.24,405,0.15,0.4,0.34
2020 LPL Summer,22,Helper,TT,Bot,6,2.1,0.773,2.3,4,2.7,4,3.3,22,Helper,8,371,7.45,426,0.245,380,0.134,0.39,0.31
2020 LPL Summer,23,Xiaguang,EDG,Bot,5,4.1,0.616,3.8,6,2.2,3,5.2,23,Xiaguang,10,393,7.72,541,0.284,361,0.127,0.44,0.35
2020 LPL Summer,24,Khan,FPX,Bot,3,2.7,0.551,5.3,10,3.3,6,3.7,24,Khan,6,397,7.29,621,0.268,641,0.208,0.42,0.27
2020 LPL Summer,25,QiuQiu,TES,Bot,2,4.4,0.646,4,7,3.5,5,11.5,25,QiuQiu,13,426,8.41,526,0.204,404,0.131,0.51,0.36
2020 LPL Summer,1,SwordArt,SN,Sup,52,3.2,0.655,1,4,2.8,9,8,1,SwordArt,18,237,1.04,152,0.075,405,0.142,1.73,0.32
2020 LPL Summer,2,Mark,LGD,Sup,50,3.6,0.672,0.5,4,2.4,8,8.3,2,Mark,22,230,1.07,139,0.074,354,0.127,1.67,0.38
2020 LPL Summer,3,ppgod,V5,Sup,49,3.7,0.724,0.4,3,2.5,6,8.9,3,ppgod,18,234,1.03,126,0.071,380,0.142,1.59,0.32
2020 LPL Summer,4,LvMao,JDG,Sup,48,3.5,0.676,0.7,3,2.9,10,9.7,4,LvMao,21,237,1.1,157,0.078,410,0.152,1.7,0.37
2020 LPL Summer,5,Missing,WE,Sup,47,2.7,0.709,0.8,3,3.4,9,8.5,5,Missing,21,234,1.19,172,0.092,437,0.153,1.75,0.44
2020 LPL Summer,6,Crisp,FPX,Sup,45,2.8,0.63,0.9,6,3,7,7.5,6,Crisp,15,231,1.27,131,0.067,401,0.145,1.57,0.28
2020 LPL Summer,7,yuyanjia,TES,Sup,45,4.4,0.667,0.7,4,2.5,7,10.4,7,yuyanjia,19,239,0.99,156,0.071,353,0.127,1.65,0.29
2020 LPL Summer,8,ShiauC,ES,Sup,40,2.3,0.705,0.8,4,3.7,9,7.5,8,ShiauC,20,232,1.07,156,0.084,399,0.142,1.8,0.37
2020 LPL Summer,9,Ming,RNG,Sup,39,3.3,0.663,0.8,5,2.7,7,8.1,9,Ming,19,240,1.31,159,0.088,396,0.15,1.69,0.37
2020 LPL Summer,10,XinMo,BLG,Sup,39,2.5,0.673,0.5,2,3.1,8,7.1,10,XinMo,16,217,0.93,131,0.067,421,0.143,1.7,0.29
2020 LPL Summer,11,Meiko,EDG,Sup,38,3.6,0.673,0.7,3,2.7,6,9.1,11,Meiko,19,233,1.07,151,0.083,371,0.142,1.59,0.33
2020 LPL Summer,12,Ley,RW,Sup,33,2.7,0.739,0.5,3,3.2,8,8.2,12,Ley,22,226,1.11,152,0.085,433,0.157,1.49,0.37
2020 LPL Summer,13,COLD,OMG,Sup,27,2.7,0.658,0.6,3,3,7,7.6,13,COLD,20,225,1.04,146,0.079,402,0.146,1.68,0.33
2020 LPL Summer,14,Hang,RA,Sup,24,2.4,0.627,0.5,3,2.9,7,6.5,14,Hang,16,231,1.63,127,0.066,417,0.146,1.66,0.42
2020 LPL Summer,15,Southwind,IG,Sup,21,3.1,0.622,0.6,4,2.5,6,7.1,15,Southwind,17,236,1.1,157,0.072,366,0.143,1.57,0.3
2020 LPL Summer,16,Yui,TT,Sup,21,1.9,0.668,0.7,3,3.7,10,6.4,16,Yui,14,221,1.09,165,0.094,463,0.159,1.54,0.32
2020 LPL Summer,17,Duan,LNG,Sup,19,1.9,0.649,0.4,3,3.7,10,6.6,17,Duan,15,219,1.14,146,0.076,431,0.152,1.47,0.37
2020 LPL Summer,18,Baolan,IG,Sup,19,3.5,0.684,0.9,3,3.1,6,9.8,18,Baolan,19,244,1.2,176,0.08,430,0.159,1.73,0.31
2020 LPL Summer,19,Maestro,RA,Sup,17,2.8,0.568,0.8,3,2.8,9,7.1,19,Maestro,14,223,1.03,119,0.065,432,0.153,1.54,0.25
2020 LPL Summer,20,Iwandy,LNG,Sup,17,3.1,0.723,0.4,1,2.3,5,6.7,20,Iwandy,19,231,1.38,146,0.076,407,0.159,1.72,0.4
2020 LPL Summer,21,Mitsuki,TT,Sup,15,1.6,0.648,0.4,1,3.8,8,5.9,21,Mitsuki,15,213,1.02,138,0.078,386,0.137,1.35,0.17
2020 LPL Summer,22,Sora,OMG,Sup,14,4,0.786,0.9,4,2.2,4,8.1,22,Sora,17,231,1.18,177,0.096,383,0.133,1.75,0.38
2020 LPL Summer,23,Killua,LGD,Sup,4,3.3,0.692,0.5,2,2.8,4,8.5,23,Killua,13,227,0.7,216,0.101,447,0.152,1.57,0.33
2020 LPL Summer,24,Reheal,IG,Sup,4,2.3,0.673,0,0,4,6,9.2,24,Reheal,19,224,0.99,133,0.058,432,0.152,1.23,0.24
2020 LPL Summer,25,kaixuan,RW,Sup,3,1,0.656,1,2,7.3,10,6,25,kaixuan,10,232,1.25,126,0.07,429,0.161,1.64,0.31
2020 LCK Summer,1,Deft,DRX,Bot,53,4.3,0.674,3.2,12,2,5,5.6,1,Deft,12,404,9.1,531,0.27,377,0.139,0.5,0.34
2020 LCK Summer,2,Chovy,DRX,Mid,53,3.9,0.657,3.5,10,2.2,8,5,2,Chovy,11,420,9.73,511,0.26,548,0.201,0.37,0.39
2020 LCK Summer,3,Doran,DRX,Top,53,2.7,0.594,2.8,12,2.9,7,4.9,3,Doran,12,389,8.69,420,0.214,636,0.234,0.42,0.2
2020 LCK Summer,4,Keria,DRX,Sup,53,4.3,0.713,0.9,5,2.2,7,8.4,4,Keria,20,233,1.42,182,0.093,340,0.125,1.64,0.36
2020 LCK Summer,5,Pyosik,DRX,Jug,53,3.8,0.723,2.6,9,2.5,6,6.8,5,Pyosik,16,332,6.14,323,0.164,819,0.301,0.53,0.4
2020 LCK Summer,6,Bdd,GEN,Mid,51,6,0.642,3.8,10,1.7,6,6.4,6,Bdd,15,406,8.7,505,0.258,448,0.17,0.45,0.22
2020 LCK Summer,7,Ruler,GEN,Bot,51,6.5,0.675,5.1,12,1.6,5,5.7,7,Ruler,13,452,10.18,618,0.316,389,0.147,0.47,0.46
2020 LCK Summer,8,Clid,GEN,Jug,51,5.5,0.649,3,10,1.9,6,7.4,8,Clid,15,335,5.73,282,0.144,765,0.289,0.7,0.51
2020 LCK Summer,9,Rascal,GEN,Top,51,4.2,0.574,3.1,10,2.2,5,6,9,Rascal,16,385,8.38,403,0.206,673,0.254,0.38,0.2
2020 LCK Summer,10,Mystic,AF,Bot,47,2.9,0.704,4,15,2.8,9,4.2,10,Mystic,11,440,10.03,600,0.316,433,0.163,0.36,0.5
2020 LCK Summer,11,Fly,AF,Mid,47,3.4,0.686,2.6,8,2.4,7,5.4,11,Fly,14,371,7.99,437,0.23,461,0.174,0.44,0.21
2020 LCK Summer,12,Kiin,AF,Top,47,2.5,0.586,2.8,8,2.7,6,4.1,12,Kiin,14,387,8.37,446,0.235,643,0.242,0.41,0.21
2020 LCK Summer,13,Teddy,T1,Bot,45,7.5,0.709,4.2,10,1.3,3,5.4,13,Teddy,16,457,10.57,558,0.297,364,0.139,0.56,0.39
2020 LCK Summer,14,Ben,AF,Sup,45,3,0.656,0.3,2,2.6,7,7.4,14,Ben,20,218,0.9,140,0.074,335,0.127,1.52,0.27
2020 LCK Summer,15,Canna,T1,Top,45,5,0.618,3.3,9,1.7,5,5.1,15,Canna,12,414,8.76,467,0.249,584,0.224,0.4,0.22
