Competition,Rank,Player,Team,Position,Game_Num,KDA,KP,Kills,Most_Kills,Deaths,Most_Deaths,Assists,名次,选手?,Most_Assits,GPM,CSPM,DPM,DMG_Pct,DTPM,DTPM_Pct,WPM,WCPM
2019 LPL Spring,74,MaiX,RW,Mid,23,2.1,0.688,2.8,10,3.6,8,4.7,74,MaiX,12,387,8.74,483,0.273,521,0.189,0.45,0.19
2019 LPL Spring,75,Killua,RW,Sup,22,2.4,0.7,1,6,3.1,7,6.4,75,Killua,15,297,1.86,157,0.096,442,0.163,1.44,0.16
2019 LPL Spring,76,H4cker,SN,Jug,22,3.3,0.734,2,7,2.7,6,6.9,76,H4cker,16,328,5.39,223,0.121,811,0.305,0.77,0.4
2019 LPL Spring,77,Daylight,RW,Jug,22,2.8,0.715,1,4,2.5,5,6.1,77,Daylight,16,300,4.78,213,0.134,709,0.263,0.86,0.37
2019 LPL Spring,78,Danchung,LNG,Mid,21,2.6,0.645,2,6,2.7,5,5,78,Danchung,15,347,7.69,406,0.236,396,0.158,0.39,0.21
2019 LPL Spring,79,Zhaoyun,RW,Top,20,2.1,0.567,2.4,8,3,6,3.7,79,Zhaoyun,9,378,8.18,355,0.229,641,0.248,0.44,0.16
2019 LPL Spring,80,Penguin,OMG,Jug,18,2.9,0.759,2.2,11,3.1,6,6.7,80,Penguin,20,312,4.64,221,0.138,761,0.287,0.44,0.24
2019 LPL Spring,81,l3est16,OMG,Jug,18,2.2,0.682,2.2,8,3.3,5,5.2,81,l3est16,11,309,4.84,245,0.145,735,0.27,0.62,0.38
2019 LPL Spring,82,Haro,EDG,Jug,15,3.1,0.678,2.6,8,2.5,6,5.1,82,Haro,10,306,4.77,197,0.115,666,0.275,0.56,0.39
2019 LPL Spring,83,Weiwei,SN,Jug,15,2.5,0.682,3,8,3.7,6,6,83,Weiwei,14,310,4.58,258,0.133,755,0.278,0.65,0.36
2019 LPL Spring,84,Ian,LGD,Mid,14,3.2,0.588,2.6,5,2.2,4,4.6,84,Ian,9,384,8.47,486,0.257,454,0.17,0.47,0.32
2019 LPL Spring,85,RD,LGD,Sup,14,1.8,0.679,0.9,3,4.1,7,6.6,85,RD,18,245,0.89,176,0.103,370,0.142,1.19,0.24
2019 LPL Spring,86,Jiangqiao,RW,Top,13,1.8,0.616,2.4,7,3.6,5,4.2,86,Jiangqiao,12,346,7.36,421,0.22,673,0.231,0.42,0.1
2019 LPL Spring,87,Fenfen,LNG,Mid,13,2.5,0.683,2.5,7,2.5,5,3.8,87,Fenfen,11,384,8.55,417,0.258,556,0.231,0.38,0.17
2019 LPL Spring,88,Y1han,V5,Jug,13,2.3,0.656,2.2,5,3.3,9,5.4,88,Y1han,17,297,4.29,174,0.104,776,0.28,0.62,0.39
2019 LPL Spring,89,Zdz,RA,Top,13,2,0.566,2,8,3.2,5,4.3,89,Zdz,10,378,7.92,489,0.261,620,0.228,0.49,0.14
2019 LPL Spring,90,Zz1tai,RNG,Top,12,2.3,0.5,2.2,5,3,6,4.6,90,Zz1tai,14,360,7.54,384,0.221,643,0.241,0.45,0.15
2019 LPL Spring,91,Road,V5,Sup,11,1.8,0.669,0.6,2,4.2,8,6.7,91,Road,14,256,1.95,140,0.083,504,0.177,1.28,0.35
2019 LPL Spring,92,XiaoYao,RW,Jug,11,2.9,0.735,2.5,9,3,6,6.3,92,XiaoYao,16,322,4.76,219,0.115,790,0.287,0.58,0.35
2019 LPL Spring,93,Huanggai,RW,Sup,11,2.1,0.699,0.8,3,3.7,6,7,93,Huanggai,16,238,1.4,153,0.085,455,0.168,1.63,0.24
2019 LPL Spring,94,Grim,RW,Mid,10,3,0.63,2,7,2.1,6,4.3,94,Grim,10,366,8.02,322,0.214,486,0.186,0.43,0.19
2019 LPL Spring,95,xiyang,OMG,Top,9,2.8,0.472,1.9,6,2,4,3.7,95,xiyang,8,376,8.2,271,0.183,490,0.192,0.39,0.23
2019 LPL Spring,96,Magic,WE,Jug,9,2.2,0.802,1.3,3,3.9,7,7.2,96,Magic,17,282,4.22,199,0.131,663,0.264,0.61,0.3
2019 LPL Spring,97,Duke,IG,Top,8,3.4,0.544,3.4,7,2.8,6,5.9,97,Duke,12,373,7.43,408,0.176,749,0.24,0.37,0.16
2019 LPL Spring,98,Moyu,TES,Top,8,1.7,0.625,3.1,9,4.5,8,4.4,98,Moyu,12,368,7.5,449,0.245,736,0.271,0.41,0.27
2019 LPL Spring,99,Angel,SN,Mid,8,4,0.688,4.6,9,2.8,4,6.4,99,Angel,9,380,7.78,525,0.252,456,0.169,0.57,0.25
2019 LPL Spring,100,Hope,EDG,Bot,7,3.2,0.545,2.7,9,2.1,6,4.1,100,Hope,8,392,8.47,494,0.265,451,0.176,0.35,0.36
2019 LPL Spring,101,Bvoy,JDG,Bot,6,3.5,0.616,2,5,2.2,4,5.5,101,Bvoy,10,405,8.77,582,0.317,389,0.15,0.36,0.29
2019 LPL Spring,102,Levi,JDG,Jug,5,1.2,0.679,1.4,5,3.2,4,2.4,102,Levi,5,293,4.55,165,0.123,673,0.288,0.65,0.31
2019 LPL Spring,103,Wink,RNG,Bot,5,4.8,0.603,3.2,6,1.6,5,4.4,103,Wink,10,407,8.73,547,0.283,386,0.141,0.33,0.39
2019 LPL Spring,104,Gone2,BLG,Sup,5,3.2,0.686,0.8,3,3,6,8.8,104,Gone2,19,324,2.01,153,0.075,450,0.151,1.4,0.31
2019 LPL Spring,105,Biubiu,SN,Top,4,3.1,0.742,2,5,3.8,6,9.5,105,Biubiu,14,357,7.37,354,0.189,715,0.282,0.57,0.13
2019 LPL Spring,106,Andy,LNG,Mid,4,1.6,0.7,1.8,3,4.2,9,5.2,106,Andy,10,348,7.82,508,0.255,578,0.211,0.46,0.31
2019 LPL Spring,107,Xuan,OMG,Sup,4,1.4,0.606,0.8,2,3.5,7,4.2,107,Xuan,10,232,1.59,115,0.076,437,0.157,1.33,0.06
2019 LPL Spring,108,Arise,LGD,Top,4,0.9,0.444,1.5,3,4.5,6,2.5,108,Arise,4,362,8.14,328,0.222,626,0.231,0.48,0.1
2019 LPL Spring,109,CAT,TES,Sup,3,1.8,0.793,0.3,1,4.3,6,7.3,109,CAT,13,237,1.99,128,0.064,564,0.191,1.45,0.21
2019 LPL Spring,110,West,IG,Bot,2,2.3,0.593,2,4,3.5,5,6,110,West,7,378,8.68,643,0.292,443,0.147,0.34,0.27
2019 LPL Spring,111,tianci,RNG,Top,2,0.2,0.125,0.5,1,3,4,0,111,tianci,0,319,7.87,234,0.16,567,0.246,0.4,0.16
2019 LPL Spring,112,MaiX,RW,Bot,2,0.9,0.4,1.5,3,4.5,5,2.5,112,MaiX,5,393,8.89,460,0.256,574,0.175,0.39,0.13
2019 LPL Spring,113,chen9,WE,Mid,2,1.7,0.5,1,2,1.5,2,1.5,113,chen9,3,341,8.25,227,0.208,349,0.153,0.49,0.17
2019 LPL Spring,114,Bright,OMG,Mid,2,0.7,0.571,1.5,3,3,3,0.5,114,Bright,1,331,7.59,277,0.217,439,0.178,0.36,0.29
2019 LPL Spring,115,Mole,EDG,Top,1,2.3,0.438,3,3,3,3,4,115,Mole,4,357,7.38,451,0.182,459,0.194,0.29,0.12
2019 LPL Spring,116,Teeen,JDG,Sup,1,0.6,0.75,0,0,5,5,3,116,Teeen,3,195,1.23,140,0.086,684,0.225,0.94,0.08
2019 LPL Spring,117,Mitsuki,TT,Sup,1,1.6,0.471,0,0,5,5,8,117,Mitsuki,8,248,2.07,90,0.039,473,0.153,1.35,0.12
2019 LPL Spring,118,Babi9,SN,Bot,1,5,1,1,1,1,1,4,118,Babi9,4,340,8.8,297,0.222,383,0.163,0.25,0.28
2019 LCK Spring,1,Faker,T1,Mid,50,4.1,0.622,2.6,6,1.8,7,4.9,1,Faker,11,402,9.16,449,0.249,434,0.187,0.51,0.26
2019 LCK Spring,2,Khan,T1,Top,50,4.1,0.584,2.6,8,1.7,5,4.5,2,Khan,12,411,8.85,462,0.256,579,0.249,0.58,0.19
2019 LCK Spring,3,Mata,T1,Sup,50,4.1,0.679,0.6,4,2,5,7.6,3,Mata,18,258,1.72,107,0.06,346,0.149,1.77,0.35
2019 LCK Spring,4,Teddy,T1,Bot,50,8,0.655,3.9,11,1,4,4.1,4,Teddy,11,466,10.77,570,0.316,295,0.127,0.45,0.36
2019 LCK Spring,5,Clid,T1,Jug,50,5.5,0.753,2.4,7,1.7,4,6.8,5,Clid,16,332,5.13,216,0.12,669,0.288,1.13,0.58
2019 LCK Spring,6,ShowMaker,DK,Mid,48,4.4,0.71,2.9,8,1.8,6,5.1,6,ShowMaker,15,400,8.81,450,0.257,474,0.184,0.52,0.26
2019 LCK Spring,7,Nuclear,DK,Bot,47,4.8,0.699,3.1,9,1.7,8,4.9,7,Nuclear,11,433,9.96,447,0.256,316,0.123,0.39,0.44
2019 LCK Spring,8,Ghost,LSB,Bot,47,4.7,0.685,2.9,9,1.6,4,4.7,8,Ghost,15,441,10.11,516,0.285,355,0.137,0.49,0.37
2019 LCK Spring,9,Dove,LSB,Mid,47,4.3,0.705,2.8,9,1.8,6,5,9,Dove,13,390,8.61,437,0.241,431,0.167,0.46,0.3
2019 LCK Spring,10,Joker,LSB,Sup,47,2.4,0.656,0.4,3,3.1,8,6.8,10,Joker,17,271,1.95,149,0.083,440,0.17,1.88,0.45
2019 LCK Spring,11,Summit,LSB,Top,46,3.4,0.608,2.7,7,2,7,4,11,Summit,9,406,9.03,459,0.254,575,0.222,0.49,0.23
2019 LCK Spring,12,OnFleek,LSB,Jug,46,3.5,0.663,2.3,8,2.1,6,5,12,OnFleek,14,342,5.74,252,0.14,789,0.304,0.66,0.62
2019 LCK Spring,13,Deft,DRX,Bot,45,5.2,0.717,3.7,10,1.8,7,5.6,13,Deft,13,456,10.17,634,0.35,376,0.148,0.57,0.46
2019 LCK Spring,14,TusiN,DRX,Sup,45,4.6,0.715,0.9,8,2,6,8.4,14,TusiN,21,271,1.84,124,0.069,405,0.159,1.72,0.38
2019 LCK Spring,15,Cuzz,DRX,Jug,45,3.8,0.647,2.6,8,2.2,6,5.8,15,Cuzz,15,342,5.44,273,0.151,757,0.298,0.72,0.56
2019 LCK Spring,16,Rascal,DRX,Top,45,3.3,0.572,2.6,8,2.2,6,4.9,16,Rascal,13,390,8.18,373,0.206,575,0.226,0.58,0.23
2019 LCK Spring,17,Peanut,GEN,Jug,44,2.7,0.671,1.1,4,2.1,7,4.7,17,Peanut,13,301,5.04,175,0.115,694,0.294,0.96,0.61
2019 LCK Spring,18,Ruler,GEN,Bot,44,4.2,0.771,3.4,9,1.6,4,3.3,18,Ruler,9,452,10.55,544,0.355,338,0.143,0.47,0.53
2019 LCK Spring,19,Life,GEN,Sup,44,2.5,0.739,0.6,2,2.5,6,5.8,19,Life,13,253,1.57,114,0.074,350,0.149,1.64,0.22
2019 LCK Spring,20,Kiin,AF,Top,43,2.5,0.61,2.7,11,2.4,7,3.3,20,Kiin,10,390,8.62,435,0.269,582,0.23,0.54,0.24
2019 LCK Spring,21,Pawn,DRX,Mid,42,4.8,0.643,3.1,10,1.7,6,5.3,21,Pawn,12,406,8.64,412,0.225,435,0.172,0.58,0.32
2019 LCK Spring,22,SnowFlower,KT,Sup,42,2.4,0.699,0.5,2,3,6,6.6,22,SnowFlower,16,250,1.72,126,0.076,402,0.153,1.48,0.44
2019 LCK Spring,23,Bdd,KT,Mid,42,3,0.72,2.7,8,2.4,5,4.6,23,Bdd,11,377,8.54,402,0.241,456,0.174,0.5,0.22
2019 LCK Spring,24,Sword,GRF,Top,42,3.4,0.472,2.6,9,1.9,5,3.7,24,Sword,8,400,8.79,340,0.202,519,0.226,0.5,0.21
2019 LCK Spring,25,Tarzan,GRF,Jug,42,7.8,0.75,3.1,8,1.3,4,7,25,Tarzan,13,348,5.44,286,0.169,730,0.318,0.95,0.48
2019 LCK Spring,26,Viper,GRF,Bot,42,7.3,0.585,3.5,10,1.1,4,4.4,26,Viper,11,455,10.38,456,0.27,296,0.129,0.45,0.41
2019 LCK Spring,27,Lehends,GRF,Sup,42,7.3,0.702,0.9,3,1.3,4,8.5,27,Lehends,19,281,2,161,0.095,334,0.146,1.59,0.38
2019 LCK Spring,28,Chovy,GRF,Mid,42,8.4,0.644,3.3,11,1,6,5.3,28,Chovy,16,433,10.08,445,0.264,417,0.182,0.41,0.32
2019 LCK Spring,29,Sangyoon,HLE,Bot,41,4.1,0.716,2.9,10,1.7,5,3.8,29,Sangyoon,10,438,10.2,478,0.307,362,0.148,0.37,0.4
2019 LCK Spring,30,Key,HLE,Sup,41,2.8,0.726,0.6,2,2.5,6,6.3,30,Key,16,266,1.93,114,0.073,376,0.154,1.67,0.41
2019 LCK Spring,31,Fly,GEN,Mid,39,2.4,0.652,1.4,5,2.3,5,4.1,31,Fly,10,355,8.36,366,0.239,447,0.19,0.51,0.25
2019 LCK Spring,32,bonO,HLE,Jug,38,2.4,0.698,1.3,4,2.7,7,5.2,32,bonO,13,295,4.43,191,0.123,721,0.291,1.12,0.49
2019 LCK Spring,33,Thal,HLE,Top,36,3.1,0.623,1.8,5,1.9,5,4.1,33,Thal,13,384,8.54,358,0.227,589,0.239,0.49,0.25
2019 LCK Spring,34,Nuguri,DK,Top,36,2.5,0.638,3.2,9,2.9,6,4.1,34,Nuguri,8,436,9.64,538,0.303,625,0.245,0.48,0.26
2019 LCK Spring,35,Route,JAG,Bot,35,1.9,0.592,2,7,2.1,6,2.1,35,Route,8,406,9.88,466,0.323,441,0.175,0.42,0.45
2019 LCK Spring,36,Canyon,DK,Jug,34,2.9,0.7,1.7,6,2.7,6,6.4,36,Canyon,17,319,4.99,250,0.142,775,0.296,0.69,0.44
2019 LCK Spring,37,Yaharong,JAG,Mid,33,1.9,0.661,1.7,8,2.4,5,2.9,37,Yaharong,10,365,8.85,376,0.262,461,0.183,0.48,0.19
2019 LCK Spring,38,Dread,AF,Jug,33,2.4,0.698,2.3,10,3.1,7,5.1,38,Dread,11,311,4.75,214,0.13,712,0.281,0.98,0.55
2019 LCK Spring,39,Hoit,DK,Sup,30,3.9,0.747,0.5,3,2.2,7,8.1,39,Hoit,17,268,1.8,119,0.068,372,0.143,1.64,0.46
2019 LCK Spring,40,Smeb,KT,Top,29,2,0.609,2.1,8,2.8,6,3.6,40,Smeb,11,368,8.11,423,0.251,609,0.234,0.5,0.16
2019 LCK Spring,41,Aiming,AF,Bot,29,3.4,0.687,3.2,8,2,6,3.4,41,Aiming,11,432,9.79,526,0.334,378,0.151,0.48,0.47
2019 LCK Spring,42,Score,KT,Jug,28,2.7,0.73,2.2,6,2.8,6,5.2,42,Score,12,310,4.8,228,0.139,670,0.264,0.83,0.56
2019 LCK Spring,43,Lindarang,JAG,Top,28,1.3,0.566,1.2,4,2.4,5,1.9,43,Lindarang,10,348,8.04,309,0.227,585,0.237,0.5,0.13
2019 LCK Spring,44,Zenit,KT,Bot,26,2.8,0.664,2.8,9,2.4,5,3.9,44,Zenit,10,413,9.58,532,0.31,512,0.194,0.36,0.3
2019 LCK Spring,45,CuVee,GEN,Top,24,2.2,0.59,1.8,5,2.3,6,3.2,45,CuVee,9,379,8.42,348,0.241,492,0.214,0.55,0.28
2019 LCK Spring,46,Malrang,JAG,Jug,24,3.1,0.774,1.2,6,1.2,4,2.5,46,Malrang,7,284,4.63,171,0.13,605,0.241,0.85,0.52
2019 LCK Spring,47,Jelly,AF,Sup,23,2,0.673,0.4,2,3.1,6,6,47,Jelly,13,236,1.66,116,0.076,417,0.165,1.5,0.32
2019 LCK Spring,48,Lava,HLE,Mid,22,2.9,0.736,2.3,7,2,5,3.5,48,Lava,10,372,8.47,381,0.278,461,0.195,0.5,0.31
2019 LCK Spring,49,Ucal,AF,Mid,22,2.2,0.656,1.9,6,3,7,4.5,49,Ucal,13,356,8.21,367,0.216,471,0.188,0.6,0.21
2019 LCK Spring,50,Kellin,JAG,Sup,22,1.4,0.636,0.1,1,3,5,4.3,50,Kellin,13,232,1.58,94,0.066,359,0.143,1.43,0.25
2019 LCK Spring,51,Roach,GEN,Top,20,3.6,0.697,2.5,7,1.7,4,3.6,51,Roach,9,394,8.73,334,0.204,548,0.225,0.59,0.32
2019 LCK Spring,52,Tempt,HLE,Mid,19,5.7,0.728,3.3,7,1.4,4,4.9,52,Tempt,12,393,8.65,473,0.268,365,0.144,0.46,0.27
2019 LCK Spring,53,BeryL,DK,Sup,18,2.4,0.675,0.5,3,3.1,6,6.8,53,BeryL,15,249,2.08,106,0.062,429,0.17,1.77,0.32
2019 LCK Spring,54,Nova,JAG,Sup,16,1.2,0.622,0.2,2,3.1,6,3.6,54,Nova,12,238,2,111,0.079,431,0.175,1.63,0.45
2019 LCK Spring,55,Gango,KT,Bot,16,2.4,0.651,2.5,7,2.8,8,4.2,55,Gango,10,409,9.38,438,0.276,406,0.156,0.36,0.31
2019 LCK Spring,56,All iN,AF,Mid,15,2.3,0.635,1.5,5,3.1,8,5.5,56,All iN,13,347,7.72,333,0.213,468,0.183,0.6,0.25
2019 LCK Spring,57,Punch,DK,Jug,14,4.3,0.757,1.7,7,1.9,7,6.5,57,Punch,12,322,5.19,177,0.102,688,0.278,1.11,0.54
2019 LCK Spring,58,Umti,KT,Jug,14,1.9,0.594,1.6,3,3.2,7,4.5,58,Umti,8,304,5.04,210,0.123,759,0.271,0.81,0.55
2019 LCK Spring,59,Seize,JAG,Jug,14,1.9,0.567,2,8,2.9,5,3.4,59,Seize,11,285,4.38,206,0.131,672,0.273,0.84,0.48
2019 LCK Spring,60,Kingen,KT,Top,13,2.6,0.605,2.7,7,2.8,5,4.6,60,Kingen,11,403,8.85,413,0.254,575,0.214,0.44,0.23
2019 LCK Spring,61,Flame,DK,Top,12,3.7,0.617,2.9,6,1.8,4,3.9,61,Flame,12,402,8.7,416,0.247,666,0.251,0.46,0.18
2019 LCK Spring,62,Spirit,AF,Jug,10,1.9,0.707,1.1,3,2.8,5,4.2,62,Spirit,10,304,5.95,293,0.193,495,0.198,0.72,0.36
2019 LCK Spring,63,Ssol,AF,Bot,9,2.3,0.686,2.2,5,2.9,4,4.3,63,Ssol,10,418,10.1,506,0.3,371,0.142,0.38,0.49
2019 LCK Spring,64,Senan,AF,Sup,9,1.9,0.658,0.4,1,3.1,5,5.3,64,Senan,12,227,1.71,123,0.078,416,0.159,1.83,0.25
2019 LCK Spring,65,Proud,AF,Sup,7,4.2,0.806,0.4,1,1.9,3,7.3,65,Proud,14,244,1.02,111,0.065,270,0.11,1.83,0.47
2019 LCK Spring,66,Hoon,AF,Mid,6,1.3,0.488,1.2,4,2.5,4,2.2,66,Hoon,5,348,8.18,247,0.17,508,0.199,0.56,0.17
2019 LCK Spring,67,TaNa,JAG,Top,6,1.8,0.714,2.8,7,3.3,5,3,67,TaNa,9,390,8.69,412,0.262,585,0.223,0.53,0.18
2019 LCK Spring,68,SoHwan,HLE,Top,5,1.9,0.6,1.6,4,2.8,7,3.8,68,SoHwan,7,374,8.05,299,0.213,483,0.211,0.45,0.2
2019 LCK Spring,69,Roach,GEN,Mid,5,3.9,0.596,1.6,4,1.6,3,4.6,69,Roach,6,386,8.73,266,0.174,573,0.236,0.48,0.25
2019 LCK Spring,70,CheonGo,JAG,Mid,5,0.5,0.526,0.6,2,4.2,8,1.4,70,CheonGo,2,337,8.66,244,0.193,484,0.21,0.54,0.26
2019 LCK Spring,71,Dread,AF,Bot,5,2.8,0.804,3.4,6,3.2,5,5.6,71,Dread,8,323,4.6,229,0.132,758,0.302,0.79,0.63
2019 LCK Spring,72,Spirit,AF,Sup,4,2.6,0.867,1,2,5,7,12,72,Spirit,21,236,0.66,214,0.102,349,0.142,1.25,0.37
2019 LCK Spring,73,CheonGo,JAG,Top,4,3.2,0.542,2.2,5,2,3,4.2,73,CheonGo,7,349,7.65,236,0.156,514,0.212,0.68,0.2
2019 LCK Spring,74,Stitch,JAG,Bot,3,0.5,0.333,0.3,1,2,4,0.7,74,Stitch,1,362,9.31,293,0.267,311,0.144,0.39,0.42
2019 LCK Spring,75,Naehyun,DRX,Mid,3,3.4,0.73,4.3,8,2.7,5,4.7,75,Naehyun,7,370,7.44,328,0.207,365,0.133,0.62,0.21
2019 LCK Spring,76,Moojin,HLE,Jug,3,3.2,0.879,1.7,2,3,4,8,76,Moojin,13,300,4.03,170,0.11,645,0.316,0.99,0.51
2019 LCK Spring,77,Crush,LSB,Jug,1,1,0.5,1,1,5,5,4,77,Crush,4,283,4.67,175,0.091,786,0.343,0.9,0.44
2019 LCK Spring,78,Wizer,LSB,Top,1,1,0.3,0,0,3,3,3,78,Wizer,3,375,9.78,451,0.235,369,0.161,0.46,0.36
2019 LCK Spring,79,Aries,DK,Bot,1,2,0.5,2,2,2,2,2,79,Aries,2,427,9.83,608,0.337,570,0.198,0.54,0.49
2019 MSI,1,Wunder,G2,Top,18,2.6,0.534,3.7,11,3,7,4.2,1,Wunder,8,400,8.2,419,0.234,581,0.213,0.38,0.16
2019 MSI,2,Perkz,G2,Bot,18,3.7,0.632,2.7,10,2.6,6,6.6,2,Perkz,11,434,9.4,459,0.257,392,0.144,0.38,0.36
2019 MSI,3,Jankos,G2,Jug,18,3.7,0.714,2.7,6,2.9,7,7.8,3,Jankos,19,339,5,238,0.133,726,0.266,0.84,0.51
2019 MSI,4,Mikyx,G2,Sup,18,2.9,0.632,0.6,3,3.2,9,8.7,4,Mikyx,18,255,1.48,150,0.084,400,0.147,1.54,0.37
2019 MSI,5,Caps,G2,Mid,18,3.3,0.699,5,10,3.1,7,5.3,5,Caps,12,427,8.45,524,0.293,628,0.23,0.39,0.21
2019 MSI,6,Xmithie,TL,Jug,17,2.9,0.756,1.8,6,3.1,8,6.9,6,Xmithie,22,320,5,188,0.117,816,0.306,0.84,0.45
2019 MSI,7,Jensen,TL,Mid,17,2.9,0.68,3.4,9,2.7,6,4.5,7,Jensen,16,387,8.38,463,0.288,503,0.188,0.39,0.09
2019 MSI,8,Doublelift,TL,Bot,17,3.5,0.68,3.4,10,2.2,5,4.5,8,Doublelift,11,427,9.28,431,0.268,332,0.125,0.42,0.41
2019 MSI,9,CoreJJ,TL,Sup,17,2.7,0.68,0.8,3,2.9,7,7.1,9,CoreJJ,19,245,2.11,142,0.089,440,0.165,1.33,0.34
2019 MSI,10,Impact,TL,Top,17,2.1,0.528,2.3,7,2.9,5,3.8,10,Impact,10,370,7.58,384,0.239,576,0.216,0.49,0.16
2019 MSI,11,Faker,T1,Mid,15,4.9,0.587,3.5,8,1.7,5,5,11,Faker,10,420,9.04,445,0.251,441,0.211,0.46,0.28
2019 MSI,12,Khan,T1,Top,15,3.4,0.555,2.5,5,2.4,7,5.6,12,Khan,10,394,7.9,434,0.244,458,0.219,0.52,0.17
2019 MSI,13,Mata,T1,Sup,15,4.2,0.61,0.7,2,2.1,5,8.2,13,Mata,16,251,1.77,137,0.077,330,0.158,1.58,0.28
2019 MSI,14,Teddy,T1,Bot,15,7.1,0.583,3.7,8,1.2,3,4.7,14,Teddy,8,457,10.04,475,0.267,268,0.128,0.42,0.35
2019 MSI,15,Clid,T1,Jug,15,5.2,0.757,4.1,10,2.1,7,6.9,15,Clid,14,362,5.11,286,0.161,594,0.284,1.1,0.59
2019 MSI,16,Rookie,IG,Mid,14,3.8,0.601,3.6,10,2.9,4,7.2,16,Rookie,13,406,8.43,627,0.283,517,0.197,0.43,0.26
2019 MSI,17,Ning,IG,Jug,14,3,0.621,4.4,11,3.8,7,6.8,17,Ning,11,370,5.37,334,0.151,817,0.311,0.7,0.42
2019 MSI,18,Baolan,IG,Sup,14,3.4,0.672,0.6,2,3.6,8,11.6,18,Baolan,23,264,1.49,177,0.08,437,0.166,1.42,0.3
2019 MSI,19,JackeyLove,IG,Bot,14,4.9,0.617,6.2,15,2.3,5,4.9,19,JackeyLove,8,487,9.85,579,0.262,369,0.141,0.3,0.42
2019 MSI,20,TheShy,IG,Top,14,2.4,0.451,3.2,10,3.4,8,4.9,20,TheShy,9,396,7.8,497,0.225,487,0.185,0.38,0.14
2019 MSI,1,Wunder,G2,Top,18,2.6,0.534,3.7,11,3,7,4.2,1,Wunder,8,400,8.2,419,0.234,581,0.213,0.38,0.16
2019 MSI,2,Perkz,G2,Bot,18,3.7,0.632,2.7,10,2.6,6,6.6,2,Perkz,11,434,9.4,459,0.257,392,0.144,0.38,0.36
2019 MSI,3,Jankos,G2,Jug,18,3.7,0.714,2.7,6,2.9,7,7.8,3,Jankos,19,339,5,238,0.133,726,0.266,0.84,0.51
2019 MSI,4,Mikyx,G2,Sup,18,2.9,0.632,0.6,3,3.2,9,8.7,4,Mikyx,18,255,1.48,150,0.084,400,0.147,1.54,0.37
2019 MSI,5,Caps,G2,Mid,18,3.3,0.699,5,10,3.1,7,5.3,5,Caps,12,427,8.45,524,0.293,628,0.23,0.39,0.21
2019 MSI,6,Xmithie,TL,Jug,17,2.9,0.756,1.8,6,3.1,8,6.9,6,Xmithie,22,320,5,188,0.117,816,0.306,0.84,0.45
2019 MSI,7,Jensen,TL,Mid,17,2.9,0.68,3.4,9,2.7,6,4.5,7,Jensen,16,387,8.38,463,0.288,503,0.188,0.39,0.09
2019 MSI,8,Doublelift,TL,Bot,17,3.5,0.68,3.4,10,2.2,5,4.5,8,Doublelift,11,427,9.28,431,0.268,332,0.125,0.42,0.41
2019 MSI,9,CoreJJ,TL,Sup,17,2.7,0.68,0.8,3,2.9,7,7.1,9,CoreJJ,19,245,2.11,142,0.089,440,0.165,1.33,0.34
2019 MSI,10,Impact,TL,Top,17,2.1,0.528,2.3,7,2.9,5,3.8,10,Impact,10,370,7.58,384,0.239,576,0.216,0.49,0.16
2019 MSI,11,Faker,T1,Mid,15,4.9,0.587,3.5,8,1.7,5,5,11,Faker,10,420,9.04,445,0.251,441,0.211,0.46,0.28
2019 MSI,12,Khan,T1,Top,15,3.4,0.555,2.5,5,2.4,7,5.6,12,Khan,10,394,7.9,434,0.244,458,0.219,0.52,0.17
2019 MSI,13,Mata,T1,Sup,15,4.2,0.61,0.7,2,2.1,5,8.2,13,Mata,16,251,1.77,137,0.077,330,0.158,1.58,0.28
2019 MSI,14,Teddy,T1,Bot,15,7.1,0.583,3.7,8,1.2,3,4.7,14,Teddy,8,457,10.04,475,0.267,268,0.128,0.42,0.35
2019 MSI,15,Clid,T1,Jug,15,5.2,0.757,4.1,10,2.1,7,6.9,15,Clid,14,362,5.11,286,0.161,594,0.284,1.1,0.59
2019 MSI,16,Rookie,IG,Mid,14,3.8,0.601,3.6,10,2.9,4,7.2,16,Rookie,13,406,8.43,627,0.283,517,0.197,0.43,0.26
2019 MSI,17,Ning,IG,Jug,14,3,0.621,4.4,11,3.8,7,6.8,17,Ning,11,370,5.37,334,0.151,817,0.311,0.7,0.42
2019 MSI,18,Baolan,IG,Sup,14,3.4,0.672,0.6,2,3.6,8,11.6,18,Baolan,23,264,1.49,177,0.08,437,0.166,1.42,0.3
2019 MSI,19,JackeyLove,IG,Bot,14,4.9,0.617,6.2,15,2.3,5,4.9,19,JackeyLove,8,487,9.85,579,0.262,369,0.141,0.3,0.42
2019 MSI,20,TheShy,IG,Top,14,2.4,0.451,3.2,10,3.4,8,4.9,20,TheShy,9,396,7.8,497,0.225,487,0.185,0.38,0.14
2019 MSI,21,Betty,FW,Bot,10,4.3,0.696,2.4,5,1.8,4,5.4,21,Betty,16,411,9.26,401,0.261,370,0.142,0.41,0.45
2019 MSI,22,Naul,SGB,Mid,10,2.2,0.532,2.3,6,3,6,4.3,22,Naul,15,379,8.63,436,0.26,528,0.179,0.5,0.17
2019 MSI,23,BigKoro,SGB,Bot,10,2.2,0.669,3.7,7,3.7,5,4.6,23,BigKoro,11,406,8.67,408,0.243,463,0.157,0.48,0.34
